2018-01-09 23:59:58.999998,8819600,Выдача наличных денежных средств по УС 201672 за операционный цикл 29.12.2017 - 09.01.2018
2018-01-10 23:59:58.999998,4180500,Выдача наличных денежных средств по УС 201672 за операционный цикл 09.01.2018 - 10.01.2018
2018-01-15 23:59:58.999998,5396600,Выдача наличных денежных средств по УС 201672 за операционный цикл 10.01.2018 - 15.01.2018
2018-01-17 23:59:58.999998,6309000,Выдача наличных денежных средств по УС 201672 за операционный цикл 15.01.2018 - 17.01.2018
2018-01-21 23:59:58.999998,5353900,Выдача наличных денежных средств по УС 201672 за операционный цикл 17.01.2018 - 21.01.2018
2018-01-24 23:59:58.999998,4799900,Выдача наличных денежных средств по УС 201672 за операционный цикл 21.01.2018 - 24.01.2018
2018-01-26 23:59:58.999998,4272900,Выдача наличных денежных средств по УС 201672 за операционный цикл 24.01.2018 - 26.01.2018
2018-01-28 23:59:58.999998,4352900,Выдача наличных денежных средств по УС 201672 за операционный цикл 26.01.2018 - 28.01.2018
2018-01-30 23:59:58.999998,2823400,Выдача наличных денежных средств по УС 201672 за операционный цикл 28.01.2018 - 30.01.2018
2018-02-02 23:59:58.999998,4752900,Выдача наличных денежных средств по УС 201672 за операционный цикл 30.01.2018 - 02.02.2018
2018-02-04 23:59:58.999998,3013700,Выдача наличных денежных средств по УС 201672 за операционный цикл 02.02.2018 - 04.02.2018
2018-02-06 23:59:58.999998,2698900,Выдача наличных денежных средств по УС 201672 за операционный цикл 04.02.2018 - 06.02.2018
2018-02-08 23:59:58.999998,5294400,Выдача наличных денежных средств по УС 201672 за операционный цикл 06.02.2018 - 08.02.2018
2018-02-09 23:59:58.999998,4714200,Выдача наличных денежных средств по УС 201672 за операционный цикл 08.02.2018 - 09.02.2018
2018-02-11 23:59:58.999998,6467400,Выдача наличных денежных средств по УС 201672 за операционный цикл 09.02.2018 - 11.02.2018
2018-02-13 23:59:58.999998,5698300,Выдача наличных денежных средств по УС 201672 за операционный цикл 11.02.2018 - 13.02.2018
2018-02-15 23:59:58.999998,4892400,Выдача наличных денежных средств по УС 201672 за операционный цикл 13.02.2018 - 15.02.2018
2018-02-16 23:59:58.999998,2583300,Выдача наличных денежных средств по УС 201672 за операционный цикл 15.02.2018 - 16.02.2018
2018-02-18 23:59:58.999998,4929200,Выдача наличных денежных средств по УС 201672 за операционный цикл 16.02.2018 - 18.02.2018
2018-02-20 23:59:58.999998,3372000,Выдача наличных денежных средств по УС 201672 за операционный цикл 18.02.2018 - 20.02.2018
2018-02-22 23:59:58.999998,6457900,Выдача наличных денежных средств по УС 201672 за операционный цикл 20.02.2018 - 22.02.2018
2018-02-23 23:59:58.999998,2590000,Выдача наличных денежных средств по УС 201672 за операционный цикл 22.02.2018 - 23.02.2018
2018-02-27 23:59:58.999998,4837900,Выдача наличных денежных средств по УС 201672 за операционный цикл 23.02.2018 - 27.02.2018
2018-03-01 23:59:58.999998,5645700,Выдача наличных денежных средств по УС 201672 за операционный цикл 27.02.2018 - 01.03.2018
2018-03-03 23:59:58.999998,4853700,Выдача наличных денежных средств по УС 201672 за операционный цикл 01.03.2018 - 03.03.2018
2018-03-06 23:59:58.999998,4980400,Выдача наличных денежных средств по УС 201672 за операционный цикл 03.03.2018 - 06.03.2018
2018-03-07 23:59:58.999998,2521900,Выдача наличных денежных средств по УС 201672 за операционный цикл 06.03.2018 - 07.03.2018
2018-03-14 23:59:58.999998,11499900,Выдача наличных денежных средств по УС 201672 за операционный цикл 07.03.2018 - 14.03.2018
2018-03-16 23:59:58.999998,4984300,Выдача наличных денежных средств по УС 201672 за операционный цикл 14.03.2018 - 16.03.2018
2018-03-18 23:59:58.999998,2084400,Выдача наличных денежных средств по УС 201672 за операционный цикл 16.03.2018 - 18.03.2018
2018-03-20 23:59:58.999998,3801800,Выдача наличных денежных средств по УС 201672 за операционный цикл 18.03.2018 - 20.03.2018
2018-03-22 23:59:58.999998,3675400,Выдача наличных денежных средств по УС 201672 за операционный цикл 20.03.2018 - 22.03.2018
2018-03-25 23:59:58.999998,5051800,Выдача наличных денежных средств по УС 201672 за операционный цикл 22.03.2018 - 25.03.2018
2018-03-27 23:59:58.999998,4349100,Выдача наличных денежных средств по УС 201672 за операционный цикл 25.03.2018 - 27.03.2018
2018-03-29 23:59:58.999998,2694200,Выдача наличных денежных средств по УС 201672 за операционный цикл 27.03.2018 - 29.03.2018
2018-03-30 23:59:58.999998,3940400,Выдача наличных денежных средств по УС 201672 за операционный цикл 29.03.2018 - 30.03.2018
2018-04-01 23:59:58.999998,1379000,Выдача наличных денежных средств по УС 201672 за операционный цикл 30.03.2018 - 01.04.2018
2018-04-03 23:59:58.999998,2956000,Выдача наличных денежных средств по УС 201672 за операционный цикл 01.04.2018 - 03.04.2018
2018-04-05 23:59:58.999998,3433000,Выдача наличных денежных средств по УС 201672 за операционный цикл 03.04.2018 - 05.04.2018
2018-04-09 23:59:58.999998,6005900,Выдача наличных денежных средств по УС 201672 за операционный цикл 05.04.2018 - 09.04.2018
2018-04-12 23:59:58.999998,5109400,Выдача наличных денежных средств по УС 201672 за операционный цикл 09.04.2018 - 12.04.2018
2018-04-16 23:59:58.999998,4585600,Выдача наличных денежных средств по УС 201672 за операционный цикл 12.04.2018 - 16.04.2018
2018-04-18 23:59:58.999998,2610800,Выдача наличных денежных средств по УС 201672 за операционный цикл 16.04.2018 - 18.04.2018
2018-04-21 23:59:58.999998,6678600,Выдача наличных денежных средств по УС 201672 за операционный цикл 18.04.2018 - 21.04.2018
2018-04-23 23:59:58.999998,4792400,Выдача наличных денежных средств по УС 201672 за операционный цикл 21.04.2018 - 23.04.2018
2018-04-24 23:59:58.999998,1753500,Выдача наличных денежных средств по УС 201672 за операционный цикл 23.04.2018 - 24.04.2018
2018-04-26 23:59:58.999998,4240600,Выдача наличных денежных средств по УС 201672 за операционный цикл 24.04.2018 - 26.04.2018
2018-04-28 23:59:58.999998,4899900,Выдача наличных денежных средств по УС 201672 за операционный цикл 26.04.2018 - 28.04.2018
2018-05-04 23:59:58.999998,5994400,Выдача наличных денежных средств по УС 201672 за операционный цикл 28.04.2018 - 04.05.2018
2018-05-07 23:59:58.999998,3731600,Выдача наличных денежных средств по УС 201672 за операционный цикл 04.05.2018 - 07.05.2018
2018-05-11 23:59:58.999998,5972600,Выдача наличных денежных средств по УС 201672 за операционный цикл 07.05.2018 - 11.05.2018
2018-05-16 23:59:58.999998,7636100,Выдача наличных денежных средств по УС 201672 за операционный цикл 11.05.2018 - 16.05.2018
2018-05-20 23:59:58.999998,6034800,Выдача наличных денежных средств по УС 201672 за операционный цикл 16.05.2018 - 20.05.2018
2018-05-22 23:59:58.999998,3542700,Выдача наличных денежных средств по УС 201672 за операционный цикл 20.05.2018 - 22.05.2018
2018-05-24 23:59:58.999998,4993300,Выдача наличных денежных средств по УС 201672 за операционный цикл 22.05.2018 - 24.05.2018
2018-05-27 23:59:58.999998,4033200,Выдача наличных денежных средств по УС 201672 за операционный цикл 24.05.2018 - 27.05.2018
2018-05-29 23:59:58.999998,4558100,Выдача наличных денежных средств по УС 201672 за операционный цикл 27.05.2018 - 29.05.2018
2018-05-31 23:59:58.999998,3441000,Выдача наличных денежных средств по УС 201672 за операционный цикл 29.05.2018 - 31.05.2018
2018-06-03 23:59:58.999998,3428400,Выдача наличных денежных средств по УС 201672 за операционный цикл 31.05.2018 - 03.06.2018
2018-06-06 23:59:58.999998,5546700,Выдача наличных денежных средств по УС 201672 за операционный цикл 03.06.2018 - 06.06.2018
2018-06-08 23:59:58.999998,3965100,Выдача наличных денежных средств по УС 201672 за операционный цикл 06.06.2018 - 08.06.2018
2018-06-10 23:59:58.999998,4257200,Выдача наличных денежных средств по УС 201672 за операционный цикл 08.06.2018 - 10.06.2018
2018-06-13 23:59:58.999998,3737700,Выдача наличных денежных средств по УС 201672 за операционный цикл 10.06.2018 - 13.06.2018
2018-06-14 23:59:58.999998,3615600,Выдача наличных денежных средств по УС 201672 за операционный цикл 13.06.2018 - 14.06.2018
2018-06-17 23:59:58.999998,4931100,Выдача наличных денежных средств по УС 201672 за операционный цикл 14.06.2018 - 17.06.2018
2018-06-19 23:59:58.999998,2999200,Выдача наличных денежных средств по УС 201672 за операционный цикл 17.06.2018 - 19.06.2018
2018-06-21 23:59:58.999998,3408700,Выдача наличных денежных средств по УС 201672 за операционный цикл 19.06.2018 - 21.06.2018
2018-06-24 23:59:58.999998,3766800,Выдача наличных денежных средств по УС 201672 за операционный цикл 21.06.2018 - 24.06.2018
2018-06-26 23:59:58.999998,4215600,Выдача наличных денежных средств по УС 201672 за операционный цикл 24.06.2018 - 26.06.2018
2018-06-28 23:59:58.999998,3930300,Выдача наличных денежных средств по УС 201672 за операционный цикл 26.06.2018 - 28.06.2018
2018-07-01 23:59:58.999998,4469600,Выдача наличных денежных средств по УС 201672 за операционный цикл 28.06.2018 - 01.07.2018
2018-07-03 23:59:58.999998,4668800,Выдача наличных денежных средств по УС 201672 за операционный цикл 01.07.2018 - 03.07.2018
2018-07-05 23:59:58.999998,3188100,Выдача наличных денежных средств по УС 201672 за операционный цикл 03.07.2018 - 05.07.2018
2018-07-08 23:59:58.999998,3292400,Выдача наличных денежных средств по УС 201672 за операционный цикл 05.07.2018 - 08.07.2018
2018-07-09 23:59:58.999998,1937500,Выдача наличных денежных средств по УС 201672 за операционный цикл 08.07.2018 - 09.07.2018
2018-07-11 23:59:58.999998,4479400,Выдача наличных денежных средств по УС 201672 за операционный цикл 09.07.2018 - 11.07.2018
2018-07-13 23:59:58.999998,2758200,Выдача наличных денежных средств по УС 201672 за операционный цикл 11.07.2018 - 13.07.2018
2018-07-16 23:59:58.999998,3762400,Выдача наличных денежных средств по УС 201672 за операционный цикл 13.07.2018 - 16.07.2018
2018-07-18 23:59:58.999998,4011800,Выдача наличных денежных средств по УС 201672 за операционный цикл 16.07.2018 - 18.07.2018
